SMILES,Molecule,Veri. SMILES,Log Name,Log Path,Unnamed: 0,Log Mol. Objects
O=C(C(F)(F)F)OC(C(C(F)(F)F)(F)F)(F)F,C5F10O2,O=C(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,frd_903_0HFAts_prod_COlossprod,/qchem_data/log_to_pdb_in/frd_903_0HFAts_prod_COlossprod.log,101,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5e00>
F[C](C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F,C7F15,F[C](C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,c7_secondary_rad,/qchem_data/log_to_pdb_in/c7_secondary_rad.log,102,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5d20>
O,H2O,O,h2o,/qchem_data/log_to_pdb_in/h2o.log,103,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5f50>
OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C6HF11O2,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1_hexane,/qchem_data/log_to_pdb_in/1_hexane.log,104,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5e70>
[O]S(CCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(O)[O],C7H5F11O3S,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,52_fts,/qchem_data/log_to_pdb_in/52_fts.log,105,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5ee0>
FC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C6F12O,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfhxal,/qchem_data/log_to_pdb_in/pfhxal.log,106,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6030>
OC(=O)F,CHFO2,O=C(O)F,chfo2,/qchem_data/log_to_pdb_in/chfo2.log,107,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac60a0>
FC(=C(C(C(C(F)(F)F)(F)F)(F)F)F)F,C5F10,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,pentene,/qchem_data/log_to_pdb_in/pentene.log,108,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6110>
F/C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(F)(F)F,C6F12,F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2_hexene,/qchem_data/log_to_pdb_in/2_hexene.log,109,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6180>
FC(=O)C(C(F)(F)F)(F)F,C3F6O,O=C(F)C(F)(F)C(F)(F)F,c2f5cof,/qchem_data/log_to_pdb_in/c2f5cof.log,110,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac61f0>
[O]S(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(O)[O],C5HF11O3S,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfpes,/qchem_data/log_to_pdb_in/pfpes.log,111,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6260>
F[C](C(=O)O)F,C2HF2O2,O=C(O)[C](F)F,cf2coho,/qchem_data/log_to_pdb_in/cf2coho.log,112,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac62d0>
[O]C(F)(F)O,CHF2O2,[O]C(O)(F)F,cf2o_oh,/qchem_data/log_to_pdb_in/cf2o_oh.log,113,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6340>
F[C]F.O,CH2F2O,F[C]F.O,cf2_h2o_ts_react,/qchem_data/log_to_pdb_in/cf2_h2o_ts_react.log,114,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac63b0>
F[C@H](C(C(F)(F)F)(F)F)C(F)(F)F,C4HF9,F[C@@H](C(F)(F)F)C(F)(F)C(F)(F)F,c4f9H_secondary,/qchem_data/log_to_pdb_in/c4f9H_secondary.log,115,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac5fc0>
F[C](C(F)(F)F)OC(C(C(F)(F)F)(F)F)(F)F,C5F11O,F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,frd_c5f11o,/qchem_data/log_to_pdb_in/frd_c5f11o.log,116,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6500>
OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H5F13O,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,62ftoh,/qchem_data/log_to_pdb_in/62ftoh.log,117,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6420>
FC(C(C(C(C(C(S(=O)(=O)N)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F,C7H2F15NO2S,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fhpsa,/qchem_data/log_to_pdb_in/fhpsa.log,118,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6490>
OC(F)F,CH2F2O,OC(F)F,cf2_h2o_ts_prod,/qchem_data/log_to_pdb_in/cf2_h2o_ts_prod.log,119,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac65e0>
F/[C]=C(\C(F)(F)F)/F,C3F5,F/[C]=C(/F)C(F)(F)F,propene_talphaF_rad,/qchem_data/log_to_pdb_in/propene_talphaF_rad.log,120,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6570>
F[C]=C(F)F,C2F3,F[C]=C(F)F,cf2cf,/qchem_data/log_to_pdb_in/cf2cf.log,121,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6730>
FC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C5F10O,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfpnal,/qchem_data/log_to_pdb_in/pfpnal.log,122,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6650>
F[C](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C7F15,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1_octane_c7_rad,/qchem_data/log_to_pdb_in/1_octane_c7_rad.log,123,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac66c0>
F[C](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,C8F17,F[C](C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4_octyl,/qchem_data/log_to_pdb_in/4_octyl.log,124,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac67a0>
FC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,C5HF11,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pentane1H,/qchem_data/log_to_pdb_in/pentane1H.log,125,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6810>
OCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H5F11O,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,52ftoh,/qchem_data/log_to_pdb_in/52ftoh.log,126,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6880>
OCCC(C(C(F)(F)F)(F)F)(F)F,C5H5F7O,OCCC(F)(F)C(F)(F)C(F)(F)F,32ftoh,/qchem_data/log_to_pdb_in/32ftoh.log,127,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6960>
O[C]F,CHFO,O[C]F,cfoh_cis,/qchem_data/log_to_pdb_in/cfoh_cis.log,128,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac69d0>
FC(C(F)(F)F)(C(F)(F)[O])F,C3F7O,[O]C(F)(F)C(F)(F)C(F)(F)F,c3f7o,/qchem_data/log_to_pdb_in/c3f7o.log,129,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6a40>
[O]C(F)(F)F,CF3O,[O]C(F)(F)F,cf3o,/qchem_data/log_to_pdb_in/cf3o.log,130,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6ab0>
F[C]=O,CFO,O=[C]F,cof,/qchem_data/log_to_pdb_in/cof.log,131,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6b20>
FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,C8F18,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,n_octane_twisted,/qchem_data/log_to_pdb_in/n_octane_twisted.log,132,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6b90>
O=C1O[C@]1(OC(C(C(F)(F)F)(F)F)(F)F)C(F)(F)F,C6F10O3,O=C1O[C@]1(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,frd_903_0HFAts_prod_minusHF,/qchem_data/log_to_pdb_in/frd_903_0HFAts_prod_minusHF.log,133,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac68f0>
FC(=O)[C](C(C(F)(F)F)(F)F)F,C4F7O,O=C(F)[C](F)C(F)(F)C(F)(F)F,c4f7_o,/qchem_data/log_to_pdb_in/c4f7_o.log,134,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6ce0>
FC(=C(C(C(C(F)(F)F)(F)F)(F)F)F)F.[F],C5F11,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F.[F],c5_prim_sec_rad_isots,/qchem_data/log_to_pdb_in/c5_prim_sec_rad_isots.log,135,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6c00>
FC(=O)F.O,CH2F2O2,O.O=C(F)F,cf2o_h2o,/qchem_data/log_to_pdb_in/cf2o_h2o.log,136,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6d50>
OC(=O)O,CH2O3,O=C(O)O,cooh2,/qchem_data/log_to_pdb_in/cooh2.log,137,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6c70>
FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)O)F,C7HF15O,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,c7f15oh,/qchem_data/log_to_pdb_in/c7f15oh.log,138,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6dc0>
F[C](C(=C(F)F)F)F,C3F5,F[C](F)C(F)=C(F)F,allyl,/qchem_data/log_to_pdb_in/allyl.log,139,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6ea0>
FC(C(F)(F)F)(C(F)(O)[O])F,C3HF6O2,[O]C(O)(F)C(F)(F)C(F)(F)F,c3f6oOH2nd,/qchem_data/log_to_pdb_in/c3f6oOH2nd.log,140,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6f10>
OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8HF15O2,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfoa,/qchem_data/log_to_pdb_in/pfoa.log,141,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6f80>
FC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)O)F,C6HF13O,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfhxoh,/qchem_data/log_to_pdb_in/pfhxoh.log,142,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6ff0>
FC(C(C(F)(F)F)(F)F)(CCS(O)([O])[O])F,C5H5F7O3S,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)F,32_fts,/qchem_data/log_to_pdb_in/32_fts.log,143,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7060>
FC(C(F)(F)F)(CCS(=O)(=O)N)F,C4H6F5NO2S,NS(=O)(=O)CCC(F)(F)C(F)(F)F,22_ftsa,/qchem_data/log_to_pdb_in/22_ftsa.log,144,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac70d0>
CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H5F13,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,62rh,/qchem_data/log_to_pdb_in/62rh.log,145,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7140>
FC=O,CHFO,O=CF,cfho,/qchem_data/log_to_pdb_in/cfho.log,146,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac71b0>
F[C](C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C6F13,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,c6_rad,/qchem_data/log_to_pdb_in/c6_rad.log,147,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7220>
F[C](C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C8F17,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1_octane_c8_rad,/qchem_data/log_to_pdb_in/1_octane_c8_rad.log,148,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7290>
CC,C2H6,CC,c2h6,/qchem_data/log_to_pdb_in/c2h6.log,149,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac6e30>
[O]C(=O)F,CFO2,[O]C(=O)F,cfo2,/qchem_data/log_to_pdb_in/cfo2.log,150,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7300>
F[C](C(C(C(F)(F)F)(F)F)(F)F)C(C(F)(F)F)(F)F,C6F13,F[C](C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,3_pentyl,/qchem_data/log_to_pdb_in/3_pentyl.log,151,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7370>
FC(C(F)(F)F)(C(F)(F)O)F,C3HF7O,OC(F)(F)C(F)(F)C(F)(F)F,c3f7oh,/qchem_data/log_to_pdb_in/c3f7oh.log,152,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7450>
FC(=C)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H2F12,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61_heptene,/qchem_data/log_to_pdb_in/61_heptene.log,153,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac74c0>
[O]OC([C](C(F)(F)F)F)(F)F,C3F6O2,[O]OC(F)(F)[C](F)C(F)(F)F,c3f6o2_1st,/qchem_data/log_to_pdb_in/c3f6o2_1st.log,154,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7530>
F/C(=C(\C(F)(F)F)/F)/C(F)(F)F.[F],C4F9,F/C(=C(/F)C(F)(F)F)C(F)(F)F.[F],c4_sec_sec_rad_isots,/qchem_data/log_to_pdb_in/c4_sec_sec_rad_isots.log,155,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac75a0>
FC(C(C(C(F)(F)F)(F)F)(F)F)(S(O)([O])[O])F,C4HF9O3S,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfbs,/qchem_data/log_to_pdb_in/pfbs.log,156,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac73e0>
F[C]([C@@](C(F)(F)F)(F)O)F,C3HF6O,O[C@](F)([C](F)F)C(F)(F)F,hfp_2oh,/qchem_data/log_to_pdb_in/hfp_2oh.log,157,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7610>
CCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H5F11,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,52rh,/qchem_data/log_to_pdb_in/52rh.log,158,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7680>
[CH2]F,CH2F,[CH2]F,ch2F,/qchem_data/log_to_pdb_in/ch2F.log,159,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7760>
F[C](C([C](F)F)(F)F)F,C3F6,F[C](F)C(F)(F)[C](F)F,cpropane_intts_prod,/qchem_data/log_to_pdb_in/cpropane_intts_prod.log,160,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac77d0>
FC(=C)C(F)(F)F,C3H2F4,C=C(F)C(F)(F)F,21_propene,/qchem_data/log_to_pdb_in/21_propene.log,161,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac76f0>
OC(=O)C(C(F)(F)F)(F)F,C3HF5O2,O=C(O)C(F)(F)C(F)(F)F,pfpra,/qchem_data/log_to_pdb_in/pfpra.log,162,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7840>
[OH],HO,[OH],oh,/qchem_data/log_to_pdb_in/oh.log,163,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac78b0>
FC(C(C(F)(F)F)(F)F)F,C3HF7,FC(F)C(F)(F)C(F)(F)F,propane1H,/qchem_data/log_to_pdb_in/propane1H.log,164,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7990>
FC(=C(F)F)F,C2F4,FC(F)=C(F)F,c2f4,/qchem_data/log_to_pdb_in/c2f4.log,165,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7a00>
CCC(C(C(F)(F)F)(F)F)(F)F,C5H5F7,CCC(F)(F)C(F)(F)C(F)(F)F,32rh,/qchem_data/log_to_pdb_in/32rh.log,166,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7a70>
FC(S(=O)(=O)N)(F)F,CH2F3NO2S,NS(=O)(=O)C(F)(F)F,triflate_amide,/qchem_data/log_to_pdb_in/triflate_amide.log,167,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7ae0>
F,HF,F,hf,/qchem_data/log_to_pdb_in/hf.log,168,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7920>
F[C](C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,C7F15,F[C](C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,4_heptyl,/qchem_data/log_to_pdb_in/4_heptyl.log,169,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7b50>
FC(=C)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H2F14,C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,71_octene,/qchem_data/log_to_pdb_in/71_octene.log,170,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7bc0>
C=CC(C(C(F)(F)F)(F)F)(F)F,C5H3F7,C=CC(F)(F)C(F)(F)C(F)(F)F,32_pentene,/qchem_data/log_to_pdb_in/32_pentene.log,171,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7ca0>
[O]S(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(O)[O],C6HF13O3S,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfhxs,/qchem_data/log_to_pdb_in/pfhxs.log,172,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7d10>
FC(OC(=O)C(F)(F)F)F,C3HF5O2,O=C(OC(F)F)C(F)(F)F,cf2_tfa_prod,/qchem_data/log_to_pdb_in/cf2_tfa_prod.log,173,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7d80>
FC(=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F,C8F16,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,octene,/qchem_data/log_to_pdb_in/octene.log,174,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7df0>
O=C=O,CO2,O=C=O,co2,/qchem_data/log_to_pdb_in/co2.log,175,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7f40>
F[C@H](C(F)(F)F)OC(C(C(F)(F)F)(F)F)(F)F,C5HF11O,F[C@@H](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,e1,/qchem_data/log_to_pdb_in/e1.log,176,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7e60>
OC(=O)CCC(C(C(F)(F)F)(F)F)(F)F,C6H5F7O2,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F,33_ftca,/qchem_data/log_to_pdb_in/33_ftca.log,177,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7ed0>
F/C(=C(\C(C(F)(F)F)(F)F)/F)/C(F)(F)F,C5F10,F/C(=C(/F)C(F)(F)C(F)(F)F)C(F)(F)F,2_pentene,/qchem_data/log_to_pdb_in/2_pentene.log,178,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac51c0>
FC(C(F)([O])O)(F)F,C2HF4O2,[O]C(O)(F)C(F)(F)F,tfcof_oh,/qchem_data/log_to_pdb_in/tfcof_oh.log,179,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7ac7c30>
O[C](C(F)(F)F)F,C2HF4O,O[C](F)C(F)(F)F,cf3cfoh,/qchem_data/log_to_pdb_in/cf3cfoh.log,180,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc190>
C=CC(C(F)(F)F)(F)F,C4H3F5,C=CC(F)(F)C(F)(F)F,22_butene,/qchem_data/log_to_pdb_in/22_butene.log,181,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc120>
FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C6HF13,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1H_hexane,/qchem_data/log_to_pdb_in/1H_hexane.log,182,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc200>
FC(C(C(C(C(C(S(=O)(=O)N)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C6H2F13NO2S,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fhxsa,/qchem_data/log_to_pdb_in/fhxsa.log,183,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc270>
CCC(C(F)(F)F)(F)F,C4H5F5,CCC(F)(F)C(F)(F)F,22rh,/qchem_data/log_to_pdb_in/22rh.log,184,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc2e0>
C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H3F13,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,62_octene,/qchem_data/log_to_pdb_in/62_octene.log,185,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc350>
FC(=C([C](C(F)(F)F)F)F)F,C4F7,F[C](C(F)=C(F)F)C(F)(F)F,butylallyl,/qchem_data/log_to_pdb_in/butylallyl.log,186,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc3c0>
FC(=O)[C](F)F,C2F3O,O=C(F)[C](F)F,c2f3_o,/qchem_data/log_to_pdb_in/c2f3_o.log,187,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc430>
F[C](C(F)(F)O)F,C2HF4O,OC(F)(F)[C](F)F,c2f4_oh,/qchem_data/log_to_pdb_in/c2f4_oh.log,188,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc4a0>
FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,C7F16,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,heptane,/qchem_data/log_to_pdb_in/heptane.log,189,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc510>
F/C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(F)(F)F,C7F14,F/C(=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,2_heptene,/qchem_data/log_to_pdb_in/2_heptene.log,190,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc580>
F[C]F.O.O,CH4F2O2,F[C]F.O.O,cf2_2h2o,/qchem_data/log_to_pdb_in/cf2_2h2o.log,191,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc5f0>
OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H5F9O,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,42ftoh,/qchem_data/log_to_pdb_in/42ftoh.log,192,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc660>
FC(=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F,C6F12,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,hexene,/qchem_data/log_to_pdb_in/hexene.log,193,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc6d0>
FC(=C(F)F)F.F[C]F,C3F6,FC(F)=C(F)F.F[C]F,cpropane_picomplex,/qchem_data/log_to_pdb_in/cpropane_picomplex.log,194,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc740>
FC(F)F,CHF3,FC(F)F,1H_methane,/qchem_data/log_to_pdb_in/1H_methane.log,195,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc040>
OC(=O)C(F)(F)F,C2HF3O2,O=C(O)C(F)(F)F,tfa,/qchem_data/log_to_pdb_in/tfa.log,196,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc7b0>
OC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8HF17O,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,pfooh,/qchem_data/log_to_pdb_in/pfooh.log,197,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc820>
FC(S(=O)(=O)N)(C(F)(F)F)F,C2H2F5NO2S,NS(=O)(=O)C(F)(F)C(F)(F)F,fetsa,/qchem_data/log_to_pdb_in/fetsa.log,198,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc900>
FC(C(C(C(C(S(=O)(=O)N)(F)F)(F)F)(F)F)(F)F)(F)F,C5H2F11NO2S,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fpnsa,/qchem_data/log_to_pdb_in/fpnsa.log,199,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc970>
[O]O[C](F)F,CF2O2,[O]O[C](F)F,cf2o2_rad,/qchem_data/log_to_pdb_in/cf2o2_rad.log,200,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acc9e0>
CCC,C3H8,CCC,propane,/qchem_data/log_to_pdb_in/propane.log,201,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7acca50>
F[CH]C(C(F)(F)F)(F)F,C3HF6,F[CH]C(F)(F)C(F)(F)F,cf3cf2chf,/qchem_data/log_to_pdb_in/cf3cf2chf.log,202,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accac0>
F[C]([C@](C(F)(F)F)(F)O)F,C3HF6O,O[C@@](F)([C](F)F)C(F)(F)F,hfp_2oh_1rad_prod,/qchem_data/log_to_pdb_in/hfp_2oh_1rad_prod.log,203,<rdkit.Chem.rdchem.Mol object at 0x7fe2d7accb30>
